"ReporterISO3","ReporterName","Year","Exports (% of GDP)","Exports G&S (Current USD)","Imports (% of GDP)","Imports G&S (Current USD)","Trade Balance (% of GDP)","Trade Balance G&S (Current USD)"
"ALB","Albania",2022,37.4634,7073881600,47.8419,9033548800,-10.3784,-1959667200
"AUS","Australia",1988,15.9534,37674393600,16.6127,39231426560,-0.6593,-1557032960
"AUS","Australia",1989,15.1176,45333950464,16.9474,50821251072,-1.8299,-5487300608
"AUS","Australia",1990,15.1146,47071498240,17.0377,53060665344,-1.9231,-5989167104
"AUS","Australia",1991,16.0281,52248576000,16.1605,52680245248,-0.1324,-431669248
"AUS","Australia",1992,16.6579,54226821120,16.386,53341638656,0.2719,885182464
"AUS","Australia",1993,17.5394,54747049984,17.8597,55746908160,-0.3203,-999858176
"AUS","Australia",1994,17.972,58015219712,18.4865,59676237824,-0.5145,-1661018112
"AUS","Australia",1995,17.8719,65793732608,19.8347,73019752448,-1.9628,-7226019840
"AUS","Australia",1996,18.8916,75814068224,19.3444,77631209472,-0.4528,-1817141248
"AUS","Australia",1997,19.1288,83327483904,18.8546,82133245952,0.2742,1194237952
"AUS","Australia",1998,19.5582,78166589440,20.4358,81674018816,-0.8776,-3507429376
"AUS","Australia",1999,18.3071,71285874688,20.749,80794583040,-2.442,-9508708352
"AUS","Australia",2000,19.4053,80695877632,21.5617,89663275008,-2.1564,-8967397376
"AUS","Australia",2001,22.1682,84096737280,22.0822,83770449920,0.086,326287360
"AUS","Australia",2002,20.738,82033762304,20.7337,82017017856,0.0042,16744448
"AUS","Australia",2003,19.067,89138028544,21.1553,98900410368,-2.0882,-9762381824
"AUS","Australia",2004,17.1718,105490825216,19.8579,121992462336,-2.6861,-16501637120
"AUS","Australia",2005,18.2345,126785667072,20.9481,145652875264,-2.7135,-18867208192
"AUS","Australia",2006,19.8671,148587331584,21.7207,162450767872,-1.8536,-13863436288
"AUS","Australia",2007,20.1972,172570460160,21.8393,186601242624,-1.6421,-14030782464
"AUS","Australia",2008,20.157,212794769408,22.7071,239715303424,-2.5501,-26920534016
"AUS","Australia",2009,23.0136,213711470592,22.7331,211106529280,0.2805,2604941312
"AUS","Australia",2010,19.7993,227408510976,20.721,237995655168,-0.9218,-10587144192
"AUS","Australia",2011,21.4374,299792924672,20.4051,285356818432,1.0323,14436106240
"AUS","Australia",2012,21.4993,332584681472,21.6674,335184297984,-0.168,-2599616512
"AUS","Australia",2013,19.9857,315040661504,21.2892,335587835904,-1.3035,-20547174400
"AUS","Australia",2014,21.0964,309608251392,21.3754,313702744064,-0.279,-4094492672
"AUS","Australia",2015,20.0681,271035416576,21.555,291118088192,-1.487,-20082671616
"AUS","Australia",2016,19.2723,232531918848,21.5506,260021272576,-2.2783,-27489353728
"AUS","Australia",2017,21.2312,281624739840,20.7202,274846203904,0.511,6778535936
"AUS","Australia",2018,21.8734,312410505216,21.5161,307307872256,0.3573,5102632960
"AUS","Australia",2019,24.1515,336242212864,21.6752,301765951488,2.4764,34476261376
"AUS","Australia",2020,24.0083,318576623616,20.2252,268376555520,3.7831,50200068096
"AUS","Australia",2021,22.0752,342761832448,17.7949,276301611008,4.2803,66460221440
"AUS","Australia",2022,25.8122,432461774848,19.9417,334107672576,5.8704,98354102272
"AUT","Austria",1988,33.0709,44096573440,33.4916,44657528832,-0.4207,-560955392
"AUT","Austria",1989,35.0152,46607265792,35.5232,47283384320,-0.508,-676118528
"AUT","Austria",1990,35.6974,59423125504,35.791,59578834944,-0.0935,-155709440
"AUT","Austria",1991,34.5905,60116254720,35.4579,61623795712,-0.8674,-1507540992
"AUT","Austria",1992,33.1553,64678674432,34.4749,67252989952,-1.3196,-2574315520
"AUT","Austria",1993,31.4639,59900882944,31.8012,60542947328,-0.3373,-642064384
"AUT","Austria",1994,32.1585,65453948928,33.8286,68853039104,-1.67,-3399090176
"AUT","Austria",1995,33.5331,80827703296,34.7235,83696836608,-1.1903,-2869133312
"AUT","Austria",1996,34.2493,81256734720,35.8344,85017444352,-1.5851,-3760709632
"AUT","Austria",1997,37.0281,78792187904,37.8396,80519028736,-0.8115,-1726840832
"AUT","Austria",1998,38.351,83704905728,38.5761,84196220928,-0.2251,-491315200
"AUT","Austria",1999,39.357,85506768896,38.9031,84520550400,0.4539,986218496
"AUT","Austria",2000,43.3463,85517705216,42.0142,82889703424,1.3321,2628001792
"AUT","Austria",2001,44.6176,88123588608,42.9191,84769005568,1.6984,3354583040
"AUT","Austria",2002,45.3194,97162436608,41.6288,89249972224,3.6906,7912464384
"AUT","Austria",2003,44.5704,116896448512,41.817,109674881024,2.7534,7221567488
"AUT","Austria",2004,46.8672,141284769792,43.9251,132415627264,2.9421,8869142528
"AUT","Austria",2005,48.6198,153683279872,45.4141,143550316544,3.2057,10132963328
"AUT","Austria",2006,50.8417,170970398720,47.2466,158881038336,3.595,12089360384
"AUT","Austria",2007,52.5609,204559319040,48.1724,187479965696,4.3885,17079353344
"AUT","Austria",2008,53.2489,230062735360,48.8248,210948587520,4.424,19114147840
"AUT","Austria",2009,45.2074,181624750080,41.8548,168155365376,3.3526,13469384704
"AUT","Austria",2010,51.2622,201088696320,47.7576,187341324288,3.5045,13747372032
"AUT","Austria",2011,53.9487,232888434688,51.1541,220824764416,2.7946,12063670272
"AUT","Austria",2012,53.9737,220969205760,51.1785,209525719040,2.7952,11443486720
"AUT","Austria",2013,53.4413,229899616256,50.6251,217784696832,2.8162,12114919424
"AUT","Austria",2014,53.3866,236280889344,50.117,221810032640,3.2696,14470856704
"AUT","Austria",2015,53.0891,202784899072,49.3383,188457893888,3.7508,14327005184
"AUT","Austria",2016,52.4064,207444082688,48.5757,192280707072,3.8307,15163375616
"AUT","Austria",2017,54.0512,225534459904,50.8877,212334575616,3.1635,13199884288
"AUT","Austria",2018,55.4622,252348203008,52.4614,238694825984,3.0008,13653377024
"AUT","Austria",2019,55.7572,247908352000,52.1288,231775649792,3.6284,16132702208
"AUT","Austria",2020,51.6128,224631996416,48.6108,211566542848,3.002,13065453568
"AUT","Austria",2021,55.9003,268527419392,55.322,265749331968,0.5783,2778087424
"AUT","Austria",2022,60.7891,286559961088,59.3391,279724654592,1.45,6835306496
"BEL","Belgium",1988,59.4081,96418783232,57.0149,92534611968,2.3932,3884171264
"BEL","Belgium",1989,63.5667,104389984256,61.3702,100782768128,2.1966,3607216128
"BEL","Belgium",1990,61.6137,126512472064,59.8542,122899595264,1.7595,3612876800
"BEL","Belgium",1991,60.2297,126790049792,58.3605,122855235584,1.8692,3934814208
"BEL","Belgium",1992,58.8089,138072571904,56.2604,132088995840,2.5486,5983576064
"BEL","Belgium",1993,56.1077,126086324224,52.905,118889054208,3.2027,7197270016
"BEL","Belgium",1994,58.425,143073460224,54.8073,134214475776,3.6176,8858984448
"BEL","Belgium",1995,60.1144,173144768512,56.2642,162055274496,3.8502,11089494016
"BEL","Belgium",1996,61.1924,170850025472,58.0204,161993752576,3.172,8856272896
"BEL","Belgium",1997,64.7866,163720904704,60.9024,153905168384,3.8842,9815736320
"BEL","Belgium",1998,64.1743,165908873216,60.5348,156499558400,3.6396,9409314816
"BEL","Belgium",1999,64.5631,166731350016,60.6069,156514811904,3.9561,10216538112
"BEL","Belgium",2000,72.5474,171786764288,69.6827,165003476992,2.8647,6783287296
"BEL","Belgium",2001,71.612,169538551808,67.9649,160904232960,3.6471,8634318848
"BEL","Belgium",2002,70.8313,183016456192,65.2539,168605253632,5.5774,14411202560
"BEL","Belgium",2003,69.0365,219593064448,63.679,202551918592,5.3575,17041145856
"BEL","Belgium",2004,70.9063,261796413440,66.0121,243726483456,4.8941,18069929984
"BEL","Belgium",2005,74.2828,286519853056,70.2462,270950039552,4.0366,15569813504
"BEL","Belgium",2006,76.805,313563971584,72.7625,297060106240,4.0425,16503865344
"BEL","Belgium",2007,78.3018,368740532224,74.1666,349267165184,4.1352,19473367040
"BEL","Belgium",2008,80.8806,418418163712,80.2078,414937612288,0.6728,3480551424
"BEL","Belgium",2009,68.834,332643205120,66.572,321712160768,2.262,10931044352
"BEL","Belgium",2010,75.8501,365158039552,74.1476,356962074624,1.7025,8195964928
"BEL","Belgium",2011,80.6974,422313787392,80.7964,422831882240,-0.099,-518094848
"BEL","Belgium",2012,80.4045,398929199104,80.3415,398616854528,0.063,312344576
"BEL","Belgium",2013,79.3243,413907320832,78.5265,409744211968,0.7979,4163108864
"BEL","Belgium",2014,79.801,427246780416,78.9822,422862979072,0.8188,4383801344
"BEL","Belgium",2015,77.8053,359721500672,76.3873,353165508608,1.418,6555992064
"BEL","Belgium",2016,79.4296,378134822912,78.2354,372449640448,1.1942,5685182464
"BEL","Belgium",2017,83.1824,418211823616,82.1434,412988178432,1.039,5223645184
"BEL","Belgium",2018,83.0796,451370844160,83.4152,453193760768,-0.3355,-1822916608
"BEL","Belgium",2019,82.3972,441538314240,81.7691,438172286976,0.6282,3366027264
"BEL","Belgium",2020,79.4465,417263648768,77.7338,408268046336,1.7128,8995602432
"BEL","Belgium",2021,86.8267,516056449024,85.7757,509809688576,1.051,6246760448
"BEL","Belgium",2022,95.3285,551574437888,97.7458,565560934400,-2.4173,-13986496512
"BGR","Bulgaria",1988,45.5657,10277765120,45.8961,10352293888,-0.3304,-74528768
"BGR","Bulgaria",1989,46.4206,10207166464,48.1584,10589278208,-1.7378,-382111744
"BGR","Bulgaria",1990,33.1192,6833181696,36.7279,7577727488,-3.6087,-744545792
"BGR","Bulgaria",1991,43.4783,4758064640,39.2041,4290322688,4.2741,467741952
"BGR","Bulgaria",1992,47.1116,4876288512,52.9382,5479381504,-5.8267,-603092992
"BGR","Bulgaria",1993,38.2068,4138643456,45.8347,4964922368,-7.628,-826278912
"BGR","Bulgaria",1994,45.0476,4368450048,45.6726,4429059072,-0.625,-60609024
"BGR","Bulgaria",1995,32.3395,6141772800,22.9232,4353466880,9.4163,1788305920
"BGR","Bulgaria",1996,48.4971,5962706944,37.3237,4588948992,11.1733,1373757952
"BGR","Bulgaria",1997,49.5762,5610103808,36.8876,4174241536,12.6886,1435862272
"BGR","Bulgaria",1998,41.9413,6304225792,35.1039,5276478976,6.8375,1027746816
"BGR","Bulgaria",1999,42.7498,5825652736,47.3252,6449155584,-4.5754,-623502848
"BGR","Bulgaria",2000,36.2189,4797546496,41.5268,5500642304,-5.308,-703095808
"BGR","Bulgaria",2001,34.8813,4947372032,44.2001,6269089280,-9.3187,-1321717248
"BGR","Bulgaria",2002,33.6473,5519181824,41.6223,6827325440,-7.975,-1308143616
"BGR","Bulgaria",2003,34.4169,7277450240,44.5969,9430005760,-10.18,-2152555520
"BGR","Bulgaria",2004,40.9566,10713333760,52.1073,13630083072,-11.1506,-2916749312
"BGR","Bulgaria",2005,42.5296,12703007744,57.1846,17080282112,-14.6551,-4377274368
"BGR","Bulgaria",2006,46.9779,16151249920,64.0696,22027470848,-17.0917,-5876220928
"BGR","Bulgaria",2007,52.355,23262814208,71.1775,31626174464,-18.8225,-8363360256
"BGR","Bulgaria",2008,52.4777,28590194688,72.2111,39341105152,-19.7334,-10750910464
"BGR","Bulgaria",2009,42.2188,21963855872,50.4738,26258393088,-8.2549,-4294537216
"BGR","Bulgaria",2010,50.1076,25431732224,53.3039,27053993984,-3.1963,-1622261760
"BGR","Bulgaria",2011,58.8029,33950300160,58.6533,33863923712,0.1496,86376448
"BGR","Bulgaria",2012,60.3537,32766140416,63.6398,34550157312,-3.2861,-1784016896
"BGR","Bulgaria",2013,64.5817,36065161216,65.151,36383064064,-0.5693,-317902848
"BGR","Bulgaria",2014,64.6009,36925583360,65.6864,37546057728,-1.0855,-620474368
"BGR","Bulgaria",2015,63.8001,32428365824,62.9009,31971303424,0.8992,457062400
"BGR","Bulgaria",2016,63.8705,34482069504,58.9633,31832827904,4.9071,2649241600
"BGR","Bulgaria",2017,66.9946,39756644352,62.682,37197418496,4.3126,2559225856
"BGR","Bulgaria",2018,65.6959,43621785600,63.1558,41935204352,2.54,1686581248
"BGR","Bulgaria",2019,63.9339,44058095616,60.7057,41833459712,3.2282,2224635904
"BGR","Bulgaria",2020,56.1209,39511560192,54.1609,38131654656,1.96,1379905536
"BGR","Bulgaria",2021,61.3262,51551645696,59.6479,50140856320,1.6783,1410789376
"BGR","Bulgaria",2022,68.5435,61031399424,67.7399,60315901952,0.8036,715497472
"CAN","Canada",1988,26.0529,132708122624,25.3129,128938729472,0.74,3769393152
"CAN","Canada",1989,25.0463,142069235712,25.0203,141921419264,0.0261,147816448
"CAN","Canada",1990,25.0743,149465153536,24.9202,148546387968,0.1541,918765568
"CAN","Canada",1991,24.3533,149167439872,24.8701,152333123584,-0.5168,-3165683712
"CAN","Canada",1992,26.1991,155721383936,26.5389,157740859392,-0.3398,-2019475456
"CAN","Canada",1993,29.1426,168752840704,29.1082,168553627648,0.0344,199213056
"CAN","Canada",1994,32.7816,190114971648,31.61,183320150016,1.1716,6794821632
"CAN","Canada",1995,36.0981,218732920832,32.9637,199740555264,3.1344,18992365568
"CAN","Canada",1996,37.0984,233942007808,33.1616,209116594176,3.9368,24825413632
"CAN","Canada",1997,38.133,249766346752,36.2036,237129465856,1.9293,12636880896
"CAN","Canada",1998,40.0292,253784064000,38.052,241248878592,1.9772,12535185408
"CAN","Canada",1999,41.8612,283990458368,38.2538,259517906944,3.6073,24472551424
"CAN","Canada",2000,44.2092,329258631168,38.5561,287155748864,5.6531,42102882304
"CAN","Canada",2001,42.04,310659612672,36.3043,268274974720,5.7357,42384637952
"CAN","Canada",2002,40.0587,304705929216,35.6484,271159115776,4.4103,33546813440
"CAN","Canada",2003,36.866,330149888000,32.9741,295296565248,3.8919,34853322752
"CAN","Canada",2004,37.3278,383240568832,32.8646,337418125312,4.4631,45822443520
"CAN","Canada",2005,36.8567,432369205248,32.9024,385981186048,3.9543,46388019200
"CAN","Canada",2006,35.4025,467052199936,32.6497,430736080896,2.7528,36316119040
"CAN","Canada",2007,34.2296,502770696192,32.0539,470813704192,2.1757,31956992000
"CAN","Canada",2008,34.395,534150905856,32.6286,506718846976,1.7664,27432058880
"CAN","Canada",2009,28.5158,391985823744,29.9586,411817869312,-1.4427,-19832045568
"CAN","Canada",2010,29.1674,471736713216,31.0407,502035349504,-1.8734,-30298636288
"CAN","Canada",2011,30.6784,550163775488,31.8203,570642726912,-1.142,-20478951424
"CAN","Canada",2012,30.353,554964549632,32.2425,589511458816,-1.8895,-34546909184
"CAN","Canada",2013,30.3319,560108797952,31.8991,589048643584,-1.5672,-28939845632
"CAN","Canada",2014,31.7366,573083156480,32.6421,589434454016,-0.9055,-16351297536
"CAN","Canada",2015,31.85,495747465216,34.3149,534115090432,-2.465,-38367625216
"CAN","Canada",2016,31.5026,481357660160,33.8611,517396004864,-2.3585,-36038344704
"CAN","Canada",2017,31.4544,518766788608,33.6467,554922672128,-2.1922,-36155883520
"CAN","Canada",2018,32.3254,557709524992,34.2745,591336964096,-1.9491,-33627439104
"CAN","Canada",2019,32.3527,564142080000,33.8188,589706756096,-1.4661,-25564676096
"CAN","Canada",2020,29.6808,489021145088,31.9211,525931184128,-2.2402,-36910039040
"CAN","Canada",2021,30.914,618739335168,30.9554,619568824320,-0.0414,-829489152
"CAN","Canada",2022,33.7185,721521672192,33.544,717786906624,0.1745,3734765568
"CHE","Switzerland",1988,42.3776,91340873728,41.1175,88624906240,1.2601,2715967488
"CHE","Switzerland",1989,44.8149,93260955648,43.612,90757832704,1.2028,2503122944
"CHE","Switzerland",1990,41.3582,109918322688,41.1506,109366640640,0.2076,551682048
"CHE","Switzerland",1991,39.8166,107068227584,38.4073,103278419968,1.4094,3789807616
"CHE","Switzerland",1992,40.7322,114016722944,38.1504,106789822464,2.5818,7226900480
"CHE","Switzerland",1993,40.8141,111110094848,36.857,100337500160,3.9571,10772594688
"CHE","Switzerland",1994,40.0646,120745369600,36.0908,108769165312,3.9738,11976204288
"CHE","Switzerland",1995,40.0197,141207535616,36.2325,127844442112,3.7872,13363093504
"CHE","Switzerland",1996,41.0278,139536007168,37.7247,128302153728,3.3031,11233853440
"CHE","Switzerland",1997,46.4945,137059065856,41.9755,123737751552,4.519,13321314304
"CHE","Switzerland",1998,45.9947,139573723136,42.2209,128122052608,3.7738,11451670528
"CHE","Switzerland",1999,46.781,139352489984,43.036,128196739072,3.745,11155750912
"CHE","Switzerland",2000,51.4377,143618752512,46.4991,129829765120,4.9386,13788987392
"CHE","Switzerland",2001,50.2027,143870951424,45.8371,131360137216,4.3656,12510814208
"CHE","Switzerland",2002,48.5596,150194946048,43.2222,133686263808,5.3374,16508682240
"CHE","Switzerland",2003,47.7207,172791136256,42.6148,154303119360,5.1059,18488016896
"CHE","Switzerland",2004,51.3,207207940096,44.2171,178599198720,7.0829,28608741376
"CHE","Switzerland",2005,53.8542,225268088832,48.407,202482941952,5.4472,22785146880
"CHE","Switzerland",2006,56.6092,249997148160,49.636,219202076672,6.9732,30795071488
"CHE","Switzerland",2007,61.5528,302073315328,51.779,254108073984,9.7738,47965241344
"CHE","Switzerland",2008,63.1293,358115573760,53.6487,304334471168,9.4806,53781102592
"CHE","Switzerland",2009,58.0097,321484750848,51.7663,286884626432,6.2434,34600124416
"CHE","Switzerland",2010,64.8376,388280811520,55.2275,330730438656,9.6101,57550372864
"CHE","Switzerland",2011,66.4499,475707113472,59.1063,423135346688,7.3436,52571766784
"CHE","Switzerland",2012,67.7774,465237606400,58.6765,402767282176,9.1009,62470324224
"CHE","Switzerland",2013,72.0682,508970893312,61.6255,435220774912,10.4427,73750118400
"CHE","Switzerland",2014,65.3373,474699956224,54.8762,398695989248,10.4611,76003966976
"CHE","Switzerland",2015,63.829,443048394752,53.3095,370031132672,10.5194,73017262080
"CHE","Switzerland",2016,66.8177,459636113408,56.7482,390368296960,10.0695,69267816448
"CHE","Switzerland",2017,66.3485,461255245824,57.2733,398164590592,9.0752,63090655232
"CHE","Switzerland",2018,67.4782,489596452864,56.9503,413210181632,10.5279,76386271232
"CHE","Switzerland",2019,66.9654,483067658240,57.1622,412350578688,9.8032,70717079552
"CHE","Switzerland",2020,64.307,475816493056,57.8586,428103827456,6.4484,47712665600
"CHE","Switzerland",2021,71.3713,571427258368,59.4795,476216885248,11.8918,95210373120
"CHE","Switzerland",2022,74.9747,605575249920,62.697,506407157760,12.2777,99168092160
"CHN","China",1988,11.0149,34405453824,12.0106,37515628544,-0.9957,-3110174720
"CHN","China",1989,9.0273,31394222080,10.1074,35150176256,-1.08,-3755954176
"CHN","China",1990,12.4516,44932591616,9.7479,35175964672,2.7037,9756626944
"CHN","China",1991,13.4364,51511463936,10.63,40752443392,2.8064,10759020544
"CHN","China",1992,13.5555,57870749696,12.542,53543907328,1.0135,4326842368
"CHN","China",1993,11.9979,53358342144,13.9025,61828976640,-1.9047,-8470634496
"CHN","China",1994,18.5367,104606924800,17.2331,97249959936,1.3037,7356964864
"CHN","China",1995,17.9525,131858563072,16.3244,119900585984,1.6281,11957977088
"CHN","China",1996,17.9233,154812350464,15.8914,137262292992,2.0318,17550057472
"CHN","China",1997,19.4932,187446657024,15.0399,144623534080,4.4533,42823122944
"CHN","China",1998,18.3421,188751347712,14.0822,144914432000,4.2599,43836915712
"CHN","China",1999,18.1625,198699401216,15.3617,168058437632,2.8008,30640963584
"CHN","China",2000,20.8937,253091954688,18.5173,224306118656,2.3764,28785836032
"CHN","China",2001,20.3121,272061054976,18.2152,243974717440,2.0969,28086337536
"CHN","China",2002,22.6447,333004013568,20.1027,295621165056,2.5421,37382848512
"CHN","China",2003,26.9808,447956254720,24.8232,412135292928,2.1575,35820961792
"CHN","China",2004,31.0613,607356846080,28.4442,556182470656,2.6172,51174375424
"CHN","China",2005,33.8299,773337448448,28.378,648710914048,5.4518,124626534400
"CHN","China",2006,36.035,991726600192,28.4439,782808711168,7.5912,208917889024
"CHN","China",2007,35.4348,1258051469312,26.7586,950016737280,8.6762,308034732032
"CHN","China",2008,32.6027,1497878495232,25.01,1149043736576,7.5927,348834758656
"CHN","China",2009,24.7499,1262661140480,20.435,1042531287040,4.3148,220129853440
"CHN","China",2010,27.1853,1654823321600,23.5317,1432422449152,3.6536,222400872448
"CHN","China",2011,26.5682,2006308880384,24.1727,1825413529600,2.3955,180895350784
"CHN","China",2012,25.4925,2175069323264,22.775,1943205314560,2.7175,231864008704
"CHN","China",2013,24.5993,2354264408064,22.1451,2119392296960,2.4541,234872111104
"CHN","China",2014,23.5101,2462825840640,21.3952,2241276149760,2.1149,221549690880
"CHN","China",2015,21.3541,2362097270784,18.1101,2003260801024,3.244,358836469760
"CHN","China",2016,19.5844,2199974838272,17.31,1944490606592,2.2743,255484231680
"CHN","China",2017,19.6923,2424215961600,17.9401,2208518897664,1.7521,215697063936
"CHN","China",2018,19.1121,2655609159680,18.4537,2564121952256,0.6584,91487207424
"CHN","China",2019,18.41,2628940988416,17.4801,2496153255936,0.9299,132787732480
"CHN","China",2020,18.5861,2729884516352,16.1682,2374737330176,2.418,355147186176
"CHN","China",2021,19.944,3554107719680,17.358,3093278228480,2.586,460829491200
"CHN","China",2022,20.677,3714245197824,17.4668,3137594195968,3.2102,576651001856
"CYP","Cyprus",1988,48.0786,2057181824,53.5047,2289354496,-5.4261,-232172672
"CYP","Cyprus",1989,51.46,2348366592,59.8742,2732346880,-8.4142,-383980288
"CYP","Cyprus",1990,51.5006,2879463680,57.1076,3192962816,-5.6071,-313499136
"CYP","Cyprus",1991,47.0857,2716934912,57.0943,3294451200,-10.0086,-577516288
"CYP","Cyprus",1992,49.457,3418539520,60.64,4191531264,-11.1831,-772991744
"CYP","Cyprus",1993,47.4914,3129819904,47.925,3158396928,-0.4336,-28577024
"CYP","Cyprus",1994,47.6895,3541280000,48.0867,3570773504,-0.3972,-29493504
"CYP","Cyprus",1995,66.7633,6631689728,67.6272,6717504512,-0.8639,-85814784
"CYP","Cyprus",1996,70.2076,7029131776,70.6413,7072548352,-0.4336,-43416576
"CYP","Cyprus",1997,69.1856,6605714944,70.5774,6738597376,-1.3918,-132882432
"CYP","Cyprus",1998,68.6975,7040543232,66.2123,6785841664,2.4852,254701568
"CYP","Cyprus",1999,66.9265,7025878016,64.2829,6748356096,2.6436,277521920
"CYP","Cyprus",2000,69.9628,6986380800,67.5321,6743650304,2.4307,242730496
"CYP","Cyprus",2001,68.2089,7092288000,63.6402,6617245184,4.5686,475042816
"CYP","Cyprus",2002,62.4053,7126829056,61.236,6993294336,1.1693,133534720
"CYP","Cyprus",2003,57.7621,8402847232,56.2425,8181782528,1.5196,221064704
"CYP","Cyprus",2004,56.8898,9853627392,57.0138,9875105792,-0.124,-21478400
"CYP","Cyprus",2005,55.6921,10265955328,56.225,10364178432,-0.5329,-98223104
"CYP","Cyprus",2006,53.4357,10726039552,56.3706,11315149824,-2.9349,-589110272
"CYP","Cyprus",2007,53.2589,12765499392,58.0161,13905730560,-4.7572,-1140231168
"CYP","Cyprus",2008,50.0816,13945070592,62.8441,17498755072,-12.7625,-3553684480
"CYP","Cyprus",2009,48.7221,12641149952,54.0687,14028341248,-5.3466,-1387191296
"CYP","Cyprus",2010,50.3345,12986277888,58.5672,15110295552,-8.2326,-2124017664
"CYP","Cyprus",2011,53.4541,14775539712,57.163,15800753152,-3.709,-1025213440
"CYP","Cyprus",2012,55.2784,13845815296,57.0659,14293540864,-1.7875,-447725568
"CYP","Cyprus",2013,61.2966,14686484480,59.6296,14287081472,1.667,399403008
"CYP","Cyprus",2014,65.9517,15317884928,64.8927,15071910912,1.0591,245974016
"CYP","Cyprus",2015,70.0173,13939933184,67.2591,13390800896,2.7582,549132288
"CYP","Cyprus",2016,70.4841,14834392064,68.538,14424826880,1.946,409565184
"CYP","Cyprus",2017,73.8365,16942950400,74.1769,17021059072,-0.3404,-78108672
"CYP","Cyprus",2018,74.9673,19189606400,73.5607,18829543424,1.4066,360062976
"CYP","Cyprus",2019,76.4931,19846291456,75.4621,19578775552,1.0311,267515904
"CYP","Cyprus",2020,81.3888,20353923072,82.767,20698583040,-1.3782,-344659968
"CYP","Cyprus",2021,86.617,24606201856,83.6955,23776274432,2.9214,829927424
"CYP","Cyprus",2022,91.5213,26027782144,91.8964,26134456320,-0.3751,-106674176
"CZE","Czech Republic",1990,32.9226,13409039360,30.5744,12452629504,2.3482,956409856
"CZE","Czech Republic",1991,38.4277,11474470912,32.8439,9807155200,5.5838,1667315712
"CZE","Czech Republic",1992,39.8587,13872829440,38.6536,13453377536,1.2051,419451904
"CZE","Czech Republic",1993,39.938,16321462272,38.8125,15861512192,1.1255,459950080
"CZE","Czech Republic",1994,37.0976,17751203840,38.2343,18295128064,-1.1367,-543924224
"CZE","Czech Republic",1995,40.2107,24184999936,43.2764,26028849152,-3.0656,-1843849216
